name,description,smartItemId,typeID,volume,mass,radius,portionSize,groupID,groupName,categoryID,category Name,icon
MWD III,"The Low Power Microwarpdrive is a compact propulsion module, primarily intended for enhancing the speed of small utility drones for brief periods. ( copy )",24192015603577087960065693736141876992823567784106005360267862638099760210232,83496,20,18034.4,1,1,46,Propulsion Module,7,Module,ico83496.png
Cargo Grid II,Placeholder ( copy ),54135224865606037547596551629395154163890151722572483381955240389401485635430,83497,230,355200,10,1,765,Expanded Cargohold,7,Module,ico83497.png
Cargo Grid III,Placeholder ( copy ),97346416684663974725840893133719471539663810121369856835938035170523161471649,83498,585,473600,10,1,765,Expanded Cargohold,7,Module,ico83498.png
Cargo Grid IV,Placeholder ( copy ),76920529398474700352146771825454780556148369625218225453566378718802156200906,83499,820,532800,10,1,765,Expanded Cargohold,7,Module,ico83499.png
Cargo Grid V,Placeholder ( copy ),78540885446371274671392544671592382641356242309309870229057301902151176727664,83500,1000,592000,10,1,765,Expanded Cargohold,7,Module,ico83500.png
Cargo Grid VI,Placeholder ( copy ),10171266453078876212453960361921591451734114244262415173150836978099210431444,83501,1235,651200,10,1,765,Expanded Cargohold,7,Module,ico83501.png
Hybrid Storage Array V,Placeholder ( copy ),106007842872948358266721389294701331969803110362906104382982913713163662153538,83502,400,322000,10,1,765,Expanded Cargohold,7,Module,ico83502.png
Hybrid Storage Array VI,Placeholder ( copy ),114785948808520432167980586362701876920762053900894613291728577834941876851524,83503,560,354200,10,1,765,Expanded Cargohold,7,Module,ico83503.png
Hybrid Storage Array II,Placeholder ( copy ),18163200443348475672421463292286832876689645585153507649517206423177655192432,83504,160,193200,10,1,765,Expanded Cargohold,7,Module,ico83504.png
Hybrid Storage Array III,Placeholder ( copy ),24851611085915044336540016854688663492862759255433268879711256761243284185339,83505,240,257600,10,1,765,Expanded Cargohold,7,Module,ico83505.png
Hybrid Storage Array IV,Placeholder ( copy ),61764891335216321376913854051479204039778908564016791506741411636682119908394,83506,320,289800,10,1,765,Expanded Cargohold,7,Module,ico83506.png
Internal Fuel Container,Placeholder,17053147331639086104665637481355470244980175554313086998371925416733397331855,83507,26,20800,10,1,765,Expanded Cargohold,7,Module,ico83507.png
Internal Fuel Container V,Placeholder ( copy ),34379773497544082852448080618819203060033799740598241265701183395932138511581,83510,130,52000,10,1,765,Expanded Cargohold,7,Module,ico83510.png
Internal Fuel Container VI,Placeholder ( copy ),103685374824899639045535865630834830099335847335059396025636564999497438146210,83511,182,57200,10,1,765,Expanded Cargohold,7,Module,ico83511.png
Internal Fuel Container II,Placeholder ( copy ),22863217588336627582441315663458361593852520615114771983691500302374562363665,83512,52,31200,10,1,765,Expanded Cargohold,7,Module,ico83512.png
Internal Fuel Container III,Placeholder ( copy ),7722357527469141730152716713434839249670168032875336560573305855226150476030,83513,78,41600,10,1,765,Expanded Cargohold,7,Module,ico83513.png
Internal Fuel Container IV,Placeholder ( copy ),30498740075817563473239432016634254177645586073239753615581669557875646142958,83514,104,46800,10,1,765,Expanded Cargohold,7,Module,ico83514.png
Warp Entangler III,Momentarily prevents a ship from warping. ( copy ),66284999196371434996933341892467719880313659268260618269598053012081098070905,83516,50,104200,1,1,52,Warp Scrambler,7,Module,ico83516.png
Warp Entangler IV,Momentarily prevents a ship from warping. ( copy ),55011967113153887440357634093015998745197743837473103329488131996616417597786,83517,50,104280,1,1,52,Warp Scrambler,7,Module,ico83517.png
Warp Entangler V,Momentarily prevents a ship from warping. ( copy ),34820480197293795876532005641014201879617235553071670725612366522251432154186,83518,50,104560,1,1,52,Warp Scrambler,7,Module,ico83518.png
Warp Entangler VI,Momentarily prevents a ship from warping. ( copy ),107241842212204016820693423463379329106288768904279294896621261486720644082922,83519,50,104880,1,1,52,Warp Scrambler,7,Module,ico83519.png
Stasis Net III,Momentarily reduces the maximum speed of a ship. ( copy ),35446992830716796983097870193782203859256253569818969263986256821039409664454,83520,50,103930,500,1,65,Stasis Web,7,Module,ico83520.png
Stasis Net IV,Momentarily reduces the maximum speed of a ship. ( copy ),70322989870347712358442758111822625675721105259958275382993143056898831110497,83521,50,103940,500,1,65,Stasis Web,7,Module,ico83521.png
Stasis Net V,Momentarily reduces the maximum speed of a ship. ( copy ),50298702856351790465309523959626715481715080272513029426624620407292919887727,83522,50,103960,500,1,65,Stasis Web,7,Module,ico83522.png
Stasis Net VI,Momentarily reduces the maximum speed of a ship. ( copy ),114771751827692091860392028203557696361515910778950354625420033192551115956930,83523,50,103980,500,1,65,Stasis Web,7,Module,ico83523.png
Asteroid Mining Laser III,Placeholder,37050646349518313299705841376321818996506943688614208734163920806865947807198,83524,110,61300,25,1,4765,Asteroid Mining Laser,7,Module,ico83524.png
Asteroid Mining Laser II,Placeholder,81749708133224919409904158872867234551205929259103124761697717435765976526153,83528,75,40570,25,1,4765,Asteroid Mining Laser,7,Module,ico83528.png
Afterburner VI,Placeholder. ( copy ),91694289671595364954785045954380702649851736949011778378791152652884129948555,83535,30,31240.4,1,1,46,Propulsion Module,7,Module,ico83535.PNG
Afterburner III,Placeholder. ( copy ),102818782695985931947366067895188826307072447324186525026445447014517812297761,83536,10,18034.4,1,1,46,Propulsion Module,7,Module,ico83536.PNG
Afterburner V,Placeholder. ( copy ),84650698646192627688762761964488592967216729925379155213075173110016985762258,83537,30,25882,1,1,46,Propulsion Module,7,Module,ico83537.PNG
Feral Drone Frigate Spawner,,105446702543336095175039794068981122353611722065263578647322296814264101207916,83552,0,0,1,1,227,Cloud,2,Celestial,
"Feral Drone - Frigate, support and Rare Spawner ",,47256729250724291845701363676742325282979273285510347497731550148941368417830,83553,0,0,1,1,227,Cloud,2,Celestial,
Feral Drone - Cruiser Spawner,,39452959125782792256560713054739380178987156929780332628429981695617415024717,83554,0,0,1,1,227,Cloud,2,Celestial,
"Feral Drone - Cruiser, support, rare",,73055817945419250802555064503183566543552890641453991086602281044369300627618,83555,0,0,1,1,227,Cloud,2,Celestial,
Feral Drone - Battleship only,,67551082978056690929073763621524879996525689256146134271556576777579176490988,83556,0,0,1,1,227,Cloud,2,Celestial,
"Feral Drone - Battleship, support, rare and commander",,39202511454148038530857508950529104320392977413885172730295377964722240049446,83557,0,0,1,1,227,Cloud,2,Celestial,
Bridgehead 86 Key,"A key containing a dedicated access algorithm, that unlocks the stargate to Frontier.

Once built and while docked in station, initiate Gate access by right-clicking the item and selecting 'Activate'.",100817554904172780756246872964931265089476895040041059133679899142722811599896,83580,0.001,0,1,1,4475,License,17,Commodity,ico83580.png
Bridgehead 37 Key,"A key containing a dedicated access algorithm, that unlocks the stargate to Frontier.

Once built and while docked in station, initiate Gate access by right-clicking the item and selecting 'Activate'.",59851142595006604951123531136670176431098563033208717904123815831531896541489,83581,0.001,0,1,1,4475,License,17,Commodity,ico83581.png
Thermal-electro Nanitic Brace II,,31847264298415426446679069790702263630591245476277796721606787284189125691977,83613,70,106080,10,1,326,Nanitic Brace,7,Module,ico83613.png
Thermal-electro Nanitic Brace III,,13088836156322553028696867579363955257654510125564643877904081797171377649055,83614,140,212160,10,1,326,Nanitic Brace,7,Module,ico83614.png
Thermal-electro Nanitic Brace IV ,,84280619407116119013726364544543552936617688891588824596673783650288706894658,83615,140,216720,10,1,326,Nanitic Brace,7,Module,ico83615.png
Thermal-electro Nanitic Brace V ,,96349528722229574627881160852511064088314809996999226900044175594110162777278,83616,290,433440,10,1,326,Nanitic Brace,7,Module,ico83616.png
Thermal-electro Nanitic Brace VI ,,28512680171608856641392515762285956776118326921236980143983084777869519440570,83617,300,451680,10,1,326,Nanitic Brace,7,Module,ico83617.png
Explonetic-electro Nanitic Brace II ,,10037843905289045525749184019486439955530757159818888760978569396281100756166,83618,70,106080,10,1,326,Nanitic Brace,7,Module,ico83618.png
Explonetic-electro Nanitic Brace III,,28607453143972342739703805488568226525197115561688808150890041902493033200448,83619,140,212160,10,1,326,Nanitic Brace,7,Module,ico83619.png
Explonetic-electro Nanitic Brace IV,,108649952988541872104929954620107603158344324946729701808747858986220188170586,83620,140,216720,10,1,326,Nanitic Brace,7,Module,ico83620.png
Explonetic-electro Nanitic Brace V,,4902054442288188780680315783158217204844564322021118956788566905942717346479,83621,290,433440,10,1,326,Nanitic Brace,7,Module,ico83621.png
Explonetic-electro Nanitic Brace VI,,9559697307588380987899887060862505360253435368226280097807721671262331540033,83622,300,451680,10,1,326,Nanitic Brace,7,Module,ico83622.png
Explo-electro Nanitic Brace II,,38643920217147988698968284931578699845270582921958979332393722459504943723303,83623,70,106080,10,1,326,Nanitic Brace,7,Module,ico83623.png
Explo-electro Nanitic Brace III,,46329649366943547140466442352402605367510963772861273951019794927221463313355,83624,140,212160,10,1,326,Nanitic Brace,7,Module,ico83624.png
Explo-electro Nanitic Brace IV,,99755871231341846652448045679621899495709525620388951280496788402267154715796,83625,140,216720,10,1,326,Nanitic Brace,7,Module,ico83625.png
Explo-electro Nanitic Brace V,,94668839075790335854379290657895607677205618932077388028693542239684906806568,83626,290,433440,10,1,326,Nanitic Brace,7,Module,ico83626.png
Explo-electro Nanitic Brace VI,,816584318728851654326246732560708456729779283046670430956523743105172436668,83627,300,451680,10,1,326,Nanitic Brace,7,Module,ico83627.png
Thermalnetic Nanitic Brace II,,15172667811977839338396297444524735896279393487511350979421131184524345052487,83628,70,106080,10,1,326,Nanitic Brace,7,Module,ico83628.png
Thermalnetic Nanitic Brace III,,39518314691547666400972923017330216623403462537156818730052646725615699007215,83629,140,212160,10,1,326,Nanitic Brace,7,Module,ico83629.png
Thermalnetic Nanitic Brace IV,,79480838497498928826796397339414296498124174364322475330361037606074742719726,83630,140,216720,10,1,326,Nanitic Brace,7,Module,ico83630.png
Thermalnetic Nanitic Brace V,,2073018980657261183789820296000777850447960309595384137378053926290723049170,83631,290,433440,10,1,326,Nanitic Brace,7,Module,ico83631.png
Thermalnetic Nanitic Brace VI,,37898954815784246344972350144713746158466048212661046149582882561580764003461,83632,300,451680,10,1,326,Nanitic Brace,7,Module,ico83632.png
Feral Drone Boss Spawner,,27953386806086978044555607004742350071664686137728663423693715540851345409865,83678,0,0,1,1,227,Cloud,2,Celestial,
EM Field Array VI,,106847192757631509886835281528284362431674097067946399613500129386273049040473,83767,5,10000,1,1,77,Shield Hardener,7,Module,ico83767.png
EM Field Array II,,113999666423393199049191693075637377527060248028326934264430985574218976304107,83768,2.5,2500,1,1,77,Shield Hardener,7,Module,ico83768.png
EM Field Array III,,33303917222223963494310800552387382884026429666569493373308777323129479376414,83769,3,3000,1,1,77,Shield Hardener,7,Module,ico83769.png
EM Field Array IV,,61031026997824159290763691550593866659445133936816700371803602245710986387068,83770,3.5,3500,1,1,77,Shield Hardener,7,Module,ico83770.png
EM Field Array V,,45382883439766342502655390367197447558186553241103804266105103512000844398447,83771,4,4000,1,1,77,Shield Hardener,7,Module,ico83771.png
Thermal Field Array II,,21209603635127099440956394769025976984467163242761637981899463443740806915159,83772,2.5,2500,1,1,77,Shield Hardener,7,Module,ico83772.png
Thermal Field Array III,,50874552620353017389737170406339562780554697284371321831355783814069144295308,83773,3,3000,1,1,77,Shield Hardener,7,Module,ico83773.png
Thermal Field Array IV,,76581681522116824111381176806353321523051850429571214077454733793376236584690,83774,3.5,3500,1,1,77,Shield Hardener,7,Module,ico83774.png
Thermal Field Array V,,76373239290958041049070934615209576332290429104077245864660120825539702590454,83775,4,4000,1,1,77,Shield Hardener,7,Module,ico83775.png
Thermal Field Array VI,,60032544005584117370677703762231391294122852836313254814110427432499446899685,83776,4.5,4500,1,1,77,Shield Hardener,7,Module,ico83776.png
Explosive Field Array II,,66908762325034761216078302743766029400296285018253907709879012239913725131355,83777,2.5,2500,1,1,77,Shield Hardener,7,Module,ico83777.png
Explosive Field Array III,,85276537291658608570274848337530085139889827832283768378267390380526358696617,83778,3,3000,1,1,77,Shield Hardener,7,Module,ico83778.png
Explosive Field Array IV,,63985579521687713130353432255258369648165174091783057734024247307123138777857,83779,3.5,3500,1,1,77,Shield Hardener,7,Module,ico83779.png
Explosive Field Array V,,115589589375261252741115427461604448454737723016622698641299472480882787158703,83780,4,4000,1,1,77,Shield Hardener,7,Module,ico83780.png
Explosive Field Array VI,,73636835524784615510302449386769159752176853428968370725083835024987081634526,83781,4.5,4500,1,1,77,Shield Hardener,7,Module,ico83781.png
Kinetic Field Array II,,11222154555487937193856751275340214945823877811097882939912920051787505798005,83782,2.5,2500,1,1,77,Shield Hardener,7,Module,ico83782.png
Kinetic Field Array III,,84892506516265923582014144410674937464847757126645668694118929959778120194964,83783,3,3000,1,1,77,Shield Hardener,7,Module,ico83783.png
Kinetic Field Array IV,,88280033281597783765694286013027107379318944297206393485348472766032898172581,83784,3.5,3500,1,1,77,Shield Hardener,7,Module,ico83784.png
Kinetic Field Array V,,53770046114276183363236310079450496640010022880857680010193540160722213013224,83785,4,4000,1,1,77,Shield Hardener,7,Module,ico83785.png
Kinetic Field Array VI,,82546155907254971238241389997430587917625090031193174493480777093652223925410,83786,4.5,4500,1,1,77,Shield Hardener,7,Module,ico83786.png
Salvaged Exotronics,,30407875511232914686313546251094494316372289183425146324052687720484253608729,83818,0.2,500,1,1,4608,Exotronic Frames,17,Commodity,ico83818.png
Salt,"Computational Salt is a crystalline substance primarily used in exotronic computing. It is one of the products of Crude Matter industry. The larger the crystal, the more massive models for computation it can contain, but we are still talking about microscopic sizes invisible to the naked human eye.",70505200487489129491533272716910408603753256595363780714882065332876101173161,83839,0.01,20,1,1,18,Mineral,4,Material,ico83839.png
Luminalis,A non-naturally occurring crystal synthesized by the Rogue Drones in unknown ways. Common uses in the frontier involve faceting the crystals into asteroid mining lenses and grinding them down for the use of chemical processes involved in the production of fuel.,87361103206921707711635989688950606278786064279542790311951012064272011980331,83892,1,0,1,1,886,Rogue Drone Components,4,Material,ico83892.png
Eclipsite,A naturally occurring crystal used by the Rogue Drones in unknown ways. Common uses in the frontier involve faceting the crystals into asteroid mining lenses and grinding them down for the use of chemical processes involved in the production of fuel.,79716292358809818493320935858541571308265498707432397510191998815557003412946,83893,1,0,1,1,886,Rogue Drone Components,4,Material,ico83893.png
Radiantium,A non-naturally occurring crystal synthesized by the Rogue Drones in unknown ways. Common uses in the frontier involve faceting the crystals into asteroid mining lenses and grinding them down for the use of chemical processes involved in the production of fuel.,19329545523580050068620547900728582026716800871701810576548079316257103962814,83894,1,0,1,1,886,Rogue Drone Components,4,Material,ico83894.png
Radiantium Mining Lens,A mining lens used in mining lasers. It uses a catalytic crystal core as a lens which allows for the harvesting of more hardened asteroids.,48684844686527928538363475739478679211408557614345720943603988520250727673870,83895,10,1,1,1,4764,Asteroid Mining Crystal,8,Charge,ico83895.png
Gravionite Mining Lens,A mining lens used in mining lasers. It uses a catalytic crystal core as a lens which allows for the harvesting of more hardened asteroids.,27510609258646166966474774788738306852957601471944308852640648916223044432953,83896,10,1,1,1,4764,Asteroid Mining Crystal,8,Charge,ico83896.png
Luminalis Mining Lens,A mining lens used in mining lasers. It uses a catalytic crystal core as a lens which allows for the harvesting of more hardened asteroids.,4187444083710381774041273002069123390629826854864765390759985175214354676612,83897,10,1,1,1,4764,Asteroid Mining Crystal,8,Charge,ico83897.png
Eclipsite Mining Lens,A mining lens used in mining lasers. It uses a catalytic crystal core as a lens which allows for the harvesting of more hardened asteroids.,49916593721476259536619003049268093535583337728798729651029736165017951513149,83898,10,1,1,1,4764,Asteroid Mining Crystal,8,Charge,ico83898.png
Catalytic Dust,Ground down catalytic crystals produce a dust like compound used in chemical processes such as producing fuel.,75484090950036628994384215512179526205119141753707774031320052335001944415096,83899,0.01,0,1,1,886,Rogue Drone Components,4,Material,ico83899.png
Feral Miner spawner ,,98715121116356350394234564474757149190305684082238130545051114197887504491187,83916,0,0,1,1,227,Cloud,2,Celestial,
Hackathon Flegel,,76497270589707738104816748035072831769068701363486550920879967721692343212023,83930,55000,55000000,30,1,26,Cruiser,6,Ship,
Innocence Hive Spawner,,6690439678597559312587726265073336569258449657447729909955312065787111913068,83989,0,0,1,1,227,Cloud,2,Celestial,
♦ Sarana Control Node,,90205668681888999070312894194369481494520770105832018313769065642733279223796,83992,800000,50000000000,150000,1,1876,♦ Engineering Complex,65,Structure,
Small computer component [placeholder],,18231198726269237236176818843517723081130952961619596451220004986031525160526,84180,0.02,50,1,1,4780,Basic Component,4,Material,ico84180.png
Quartz-coded ceramic base component [placeholder],,81138849165601156506987493954195467767825997744925837785982018959614051237668,84181,1,3000,1,1,4780,Basic Component,4,Material,ico84181.png
Small steel-coded component [placeholder],,37431199349647287178406827509795846813081245889726291224308123366573228906775,84182,0.1,740,1,1,4780,Basic Component,4,Material,ico84182.png
Medium steel-coded component [placeholder],,20753640952303555300328667005013740484934359741159533121021122206509374235068,84204,1,7400,1,1,4780,Basic Component,4,Material,ico84204.png
Large steel-coded component,,54812055025306847544888240191925258377619619755876474058944488326264323818061,84206,10,74000,1,1,4780,Basic Component,4,Material,ico84206.png
Ship chassis materials M,,22079799301612675449448612275017827395919668707963113471509123606568266858246,84207,5000,37000000,1,1,4780,Basic Component,4,Material,ico84207.png
Slot component [placeholder],,72094354406095205848723718585602684441733214245287422946714148660731163861261,84209,5,16000,1,1,4780,Basic Component,4,Material,ico84209.png
Small light metal alloy component  [placeholder],,8063412942397756158777555372035415638189697500110006728807354928745902477285,84210,0.1,380,1,1,4780,Basic Component,4,Material,ico84210.png
Base capacitor component  [placeholder],,89993052142056281437846655060811621109530388828096600476212659434783534718627,84211,0.4,1240,1,1,4780,Basic Component,4,Material,ico84211.png
Clone Transport Capsule [placeholder],,109077428354747841377808976465697843248439028172372700061246397353396862864947,84213,1000,600000,5,1,31,Shuttle,6,Ship,
Jump Drive,Placeholder,28919637604881651568809644413966307353107191148931749347431295554917531299033,84215,250,30000,10,1,4783,Jump Drive,7,Module,ico84215.png
Longbow [placeholder],,12367398717481107584079816127855953634205792484974645316667225338718094625784,84216,5100,3399640,13.5,1,31,Shuttle,6,Ship,
Smart Turret,,86810681810584602095688163888398970545538834181703470575249110296948251354081,84556,15000,10000,2500,1,4602,Smart Deployable,22,Deployable,
Focal Micro-Component YK-1,"YK-1 type Focal Micro-Component for Mini-Lasers
---
Thermal Damage: 4",33732980640446738955620879572125415173418610423893343509109522034078871586132,84641,0.002,0.01,1,600,4739,EM Disintegrator Charge ,8,Charge,ico84641.png
Ship chassis materials S,,70979589481532537143338596486102570676001822481935991586576419573622837442124,84702,20000,3700000,1,1,4780,Basic Component,4,Material,ico84702.png
Bulky cargo sheets [placeholder],,31355066254435888688060044794593916743284863506660453675927824102171337705375,84703,5,29600,1,1,4780,Basic Component,4,Material,ico84703.png
Gyrojet D-300,"Ammunition for Gyrojet weapons
---
Kinetic Damage: 30",43845636145578049332893053684443222096211071850470892833304951949410604097525,84710,0.5,100,1,100,4623,Gyrojet Ammunition,8,Charge,ico84710.png
Shield Generator [placeholder],,58418623651031070482160562198968568053935136941173511948483178955301506042562,84712,6,9050,1,1,4780,Basic Component,4,Material,ico84712.png
Fuel container 25m [placeholder],,82308654347536282317858058293016171133371169142005097855628380293506134973939,84715,25,13000,1,1,4780,Basic Component,4,Material,ico84715.png
Projectile weapon platform S,,41352189672906026323979135983463528414988719918232331390029028101982746496024,84764,8,11200,1,1,4780,Basic Component,4,Material,ico84764.png
Hybrid weapon platform S,,87117092470517273183833975953386233984184939409494487937917257347412673465316,84765,8,11200,1,1,4780,Basic Component,4,Material,ico84765.png
Precursor weapon platform S,,21318550928870931057642978224604512112140564635417597303413544292101516271849,84766,8,11200,1,1,4780,Basic Component,4,Material,ico84766.png
Projectile weapon platform M,,25404887447145096608971198941201333274335563024563735160428794437634733865653,84786,48,45200,1,1,4780,Basic Component,4,Material,ico84786.png
Hybrid weapon platform M,,79967184140907697504764757924310957458419973003986900114136372246598276975921,84787,48,45200,1,1,4780,Basic Component,4,Material,ico84787.png
Precursor weapon  platform M,,114849592759401545476104336245442155491180795213821939158581859129895163661843,84788,48,45200,1,1,4780,Basic Component,4,Material,ico84788.png
Projectile weapon platform L,,59428554651001782081641983763595476049663826860268941367449340022445450979913,84789,256,219600,1,1,4780,Basic Component,4,Material,ico84789.png
Hybrid weapon platform L,,38542502185097765864458394164367681230667943468206427619356184209402066474515,84790,256,219600,1,1,4780,Basic Component,4,Material,ico84790.png
Precursor weapon  platform L,,100446728165922261223323863382238458956274394587764022590292737297131348838851,84791,256,219600,1,1,4780,Basic Component,4,Material,ico84791.png
S Precursor ammo cargo,,103015799342379090819694616118094729217947511268270206297147164859511421960460,84794,1.5,830,1,1,4780,Basic Component,4,Material,ico84794.png
S Projectile ammo cargo,,63048561544859705074613640261793392570285956634865227887193815766497591464842,84797,1.5,880,1,1,4780,Basic Component,4,Material,ico84797.png
Hybrid ammo cargo,,32253654775105941465902339156516107177685187272951335423498070273221254045579,84800,1.5,890,1,1,4780,Basic Component,4,Material,ico84800.png
Target tracking computer,,95110702077873935332097397391451340120384772670935688676528676752658676804579,84801,1,800,1,1,4780,Basic Component,4,Material,ico84801.png
Advanced Hybrid Weapon launcher component,,20893472173116854712556033163252742201187129062246960653354018445573684016496,84802,1,1000,1,1,4780,Basic Component,4,Material,ico84802.png
Advanced Precursor Weapon launcher component,,4733792858997932199793237784275760294948672261400176398413597981963962318024,84803,1,1000,1,1,4780,Basic Component,4,Material,ico84803.png
Advanced Projectile Weapon launcher component,,113414396021704730464324550179682603501893452501845603558394845212998036078977,84804,1,1000,1,1,4780,Basic Component,4,Material,ico84804.png
Medium light metal alloy component,,20054694068797255216146900446290968197901713299461835820136166600088585200553,84805,1,3800,1,1,4780,Basic Component,4,Material,ico84805.png
Large light metal alloy component,,90386381527658964052017232113206452839908123640020487279588763985415591062027,84806,10,38000,1,1,4780,Basic Component,4,Material,ico84806.png
Ship chassis materials S ( copy ), ( copy ),83025750716292030571774365085450748138828649996678252377738543477941312847301,84810,20000,11100000,1,1,4780,Basic Component,4,Material,ico84810.png
SOF-40 Fuel,,52721726539134046564713154620132262141127033602680449452456802731178719607593,84868,0.28,1,1,1,4738,Crude Fuel,17,Commodity,ico84868.png
Katzbalger [placeholder],,92219362628691775737378914803524224856892417540339518771758158791910752036839,85036,7600,5712520,11,1,31,Shuttle,6,Ship,
